sourceName,authorName,title,sourceUrl,PostUrl,publishedDate
Epravda.com.ua,Экономическая правда,"Новости 24 июня: НПЗ в Москве не будет работать ещё полгода, Маск больше не триллионер",https://epravda.com.ua/rus/svit/glavnye-novosti-toplivnyy-krizis-v-rossii-udary-po-naftogazu-823007/,,2026-06-24T18:00:00Z
Biztoc.com,barchart.com,Tesla Faces a New NHTSA Probe. Wall Street Might Be Missing the Bigger Story,https://biztoc.com/x/fdc5450cdefdede4,https://biztoc.com/cdn/fdc5450cdefdede4_s.webp,2026-06-24T17:59:29Z
Biztoc.com,247wallst.com,"Tesla Is Sliding Past $382, but Here Is Why Tech Compression and Global EV Price Wars Could Evaporate Another 50%",https://biztoc.com/x/d908167cb516f706,https://biztoc.com/cdn/d908167cb516f706_s.webp,2026-06-24T17:59:22Z
Olhardigital.com.br,Pedro Spadoni,Tesla: como acidente fatal no Texas expõe os limites (e riscos) do ‘piloto automático’,https://olhardigital.com.br/2026/06/24/carros-e-tecnologia/tesla-como-acidente-fatal-no-texas-expoe-os-limites-e-riscos-do-piloto-automatico/,https://olhardigital.com.br/wp-content/uploads/2026/06/Destaque-Tesla-FSD-scaled.jpg,2026-06-24T17:58:48Z
Barchart.com,Yiannis Zourmpanos,Tesla Faces a New NHTSA Probe. Wall Street Might Be Missing the Bigger Story.,https://www.barchart.com/story/news/2631740/tesla-faces-a-new-nhtsa-probe-wall-street-might-be-missing-the-bigger-story,https://s.yimg.com/lo/mysterio/api/E4965281A5450DED8D459FD5B183833FFB55A2E5C4E322D3A9D588DCAB5709FA/subgraphmysterio/resizefill_w1200_h800;quality_80;format_webp/https:%2F%2Fmedia.zenfs.com%2Fen%2Fbarchart_com_477%2F4455e5a030b85f304b688601254fc82c,2026-06-24T17:53:31Z
Slashdot.org,feedfeeder,Elon Musk denies Tesla’s Autopilot caused crash that killed grandmother,https://slashdot.org/firehose.pl?op=view&amp;id=184069344,,2026-06-24T17:52:39Z
Ibtimes.com.au,Tony Jackson,Sunrun Stock Soars 19% on 16-Gigawatt Power Deal With Tesla to Supply AI Data Centers,https://www.ibtimes.com.au/sunrun-tesla-renew-home-energy-partnership-1871234,https://d.ibtimes.com.au/en/full/1894852/sunrun-stock-soars-19-16-gigawatt-power-deal-tesla.jpg,2026-06-24T17:50:07Z
Génération NT,Sirius,"Accident Tesla au Texas : le conducteur accuse l'Autopilot, les données disent le contraire",https://www.generation-nt.com/actualites/tesla-accident-texas-autopilot-nhtsa-conducteur-2077651,https://img.generation-nt.com/tesla-autopilot_04B002A301709268.webp,2026-06-24T17:50:01Z
Biztoc.com,finance.yahoo.com,Sunrun and Tesla Tap 16 GW of Homes to Power Data Centers,https://biztoc.com/x/4221a02a330fb6e2,https://biztoc.com/cdn/995/og.png,2026-06-24T17:46:51Z
BBC News,https://www.facebook.com/bbcnews,Elon Musk loses trillionaire status as global tech rout hits SpaceX,https://www.bbc.co.uk/news/articles/c8j2m2p8dgmo,https://ichef.bbci.co.uk/ace/branded_news/1200/cpsprodpb/0d58/live/c4d89e30-6ff4-11f1-91bd-23fe59e75f62.jpg,2026-06-24T17:45:13Z
CNA,,Tesla sued over fatal Texas crash linked to Autopilot,https://www.channelnewsasia.com/business/tesla-sued-over-fatal-texas-crash-linked-autopilot-6207691,"https://dam.mediacorp.sg/image/upload/s--V0HyrBNF--/c_fill,g_auto,h_676,w_1200/fl_relative,g_south_east,l_mediacorp:cna:watermark:2024-04:reuters_1,w_0.1/f_auto,q_auto/v1/one-cms/core/2026-06-24T174355Z_1_LYNXMPEM5N1A3_RTROPTP_3_AUTOS-TESLA.JPG?itok=x_RiXlIE",2026-06-24T17:41:26Z
Ibtimes.com.au,Tony Jackson,Dow Closes Up 153 Points as Markets Steady Ahead of Micron Earnings After Tuesday's Chip Selloff,https://www.ibtimes.com.au/wall-street-rebounds-micron-earnings-tech-selloff-1871231,https://d.ibtimes.com.au/en/full/1893186/ftse-100-surges-08-today-oil-eases-markets.jpg,2026-06-24T17:38:45Z
Abcnews.com,MATT O'BRIEN AP technology writer,Agility Robotics heads to Wall Street in a $2.5B bet on staffing warehouses with humanoids,https://abcnews.com/Business/wireStory/agility-robotics-heads-wall-street-25b-bet-staffing-134172820,https://i.abcnewsfe.com/a/ada3ea80-71ad-4e33-b2a7-4789af750b2b/wirestory_39f2356b9c1e167d0985b821f70079c5_16x9.jpg?w=1600,2026-06-24T17:30:19Z
The Next Web,Darius Popa,Morgan Stanley doubles its China robot forecast again,https://thenextweb.com/news/china-humanoid-robot-forecast-morgan-stanley-50000/,https://media.thenextweb.com/2026/05/recycling-humanoid-robots-waste-labour-crisis.avif,2026-06-24T17:26:38Z
Diariobitcoin.com,Canuto,China muestra su poder en IA con robots humanoides que compiten en evento de Shanghái,https://www.diariobitcoin.com/china/china-muestra-su-poder-en-ia-con-robots-humanoides-que-compiten-en-evento-de-shanghai/,https://diariobitcoin.b-cdn.net/wp-content/uploads/2026/06/canuto-imagine-1782321507.jpg,2026-06-24T17:24:10Z
Futurism,Victor Tangermann,SpaceX Stock Has Fallen So Far That Elon Musk Is No Longer a Trillionaire,https://futurism.com/space/spacex-stock-fallen-elon-musk-trillionaire,https://futurism.com/wp-content/uploads/2026/06/spacex-stock-fallen-elon-musk-trillionaire.jpg?w=1200,2026-06-24T17:23:25Z
Www.vrt.be,Belga,Vermogen zakt onder 1.000 miljard dollar: Elon Musk is geen biljonair meer,https://www.vrt.be/vrtnws/nl/2026/06/24/elon-musk-geen-biljonair-meer/,https://images.vrt.be/vrtnws_share/2026/06/24/61829018-d3cc-4604-9120-ae5ff1398169.jpg,2026-06-24T17:13:00Z
Slashdot.org,feedfeeder,Family files wrongful death suit following Tesla crash in Texas,https://slashdot.org/firehose.pl?op=view&amp;id=184068982,,2026-06-24T17:12:21Z
iLounge,Samantha Wiley,Important Apple Files Found on Dark Web,https://www.ilounge.com/news/apple/important-apple-files-found-on-dark-web,https://www.ilounge.com/wp-content/uploads/2026/06/image-116.png,2026-06-24T17:08:48Z
How-To Geek,Jon Fingas,Tesla could bring its spacious Model Y L to the US in late summer,https://www.howtogeek.com/tesla-model-y-l-us-release-date/,https://static0.howtogeekimages.com/wordpress/wp-content/uploads/2026/06/tesla-model-y-l.jpg?w=1600&h=900&fit=crop,2026-06-24T17:02:12Z
Digi24.ro,Claudia Ariton,Elon Musk nu mai este trilionar. Cât de mult i-a scăzut averea după deprecierea acțiunilor Tesla și SpaceX,https://www.digi24.ro/stiri/externe/sua/elon-musk-nu-mai-este-trilionar-cat-de-mult-i-a-scazut-averea-dupa-deprecierea-actiunilor-tesla-si-spacex-3830951,https://s.iw.ro/gateway/g/ZmlsZVNvdXJjZT1odHRwJTNBJTJGJTJG/c3RvcmFnZTA4dHJhbnNjb2Rlci5yY3Mt/cmRzLnJvJTJGc3RvcmFnZSUyRjIwMjUl/MkYwNSUyRjIxJTJGMjI2NDI3NV8yMjY0/Mjc1X3Byb2ZpbWVkaWEtMDk2NjY1NjQ5/Mi5qcGcmdz0xMjAwJmg9NjMwJnpjPTEm/aGFzaD03NGU2NTNjZTc3N2JjM2Y1NWMwMjJjYmNiYjRhMTFhYw==.thumb.jpg,2026-06-24T16:54:16Z
The Times of India,Trending Desk,"FIFA World Cup 2026 Standings: How Brazil, Argentina, England and France can reach the round of 32 under new rules",https://economictimes.indiatimes.com/news/new-updates/fifa-world-cup-2026-standings-how-teams-are-ranked-what-the-new-third-place-rules-mean-and-who-can-still-reach-the-round-of-32/articleshow/131973280.cms,"https://img.etimg.com/thumb/msid-131973294,width-1200,height-630,imgsize-186962,overlay-economictimes/articleshow.jpg",2026-06-24T16:51:33Z
The Times of India,AP,Agility Robotics heads to Wall Street in a $2.5 billion bet on staffing warehouses with humanoids,https://economictimes.indiatimes.com/tech/technology/agility-robotics-heads-to-wall-street-in-a-2-5-billion-bet-on-staffing-warehouses-with-humanoids/articleshow/131973157.cms,"https://img.etimg.com/thumb/width-1200,height-900,imgsize-109486,resizemode-75,msid-131973157/tech/technology/agility-robotics-heads-to-wall-street-in-a-2-5-billion-bet-on-staffing-warehouses-with-humanoids.jpg",2026-06-24T16:46:01Z
